label,predict,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
5,3,0.05547591,0.51929355,0.31219265,0.7939139,0.5204625,0.5267718,0.65517646,0.72562635,0.19347537,0.1515056
3,7,0.16539589,0.55917454,0.28757545,0.7175953,0.42654115,0.39145383,0.37180775,0.87495387,0.20443574,0.40056723
1,1,0.14853871,0.8556439,0.29270765,0.643329,0.35375917,0.30583382,0.71778715,0.2919906,0.5481074,0.3121617
5,3,0.073597215,0.37275705,0.3544164,0.84814906,0.6956422,0.67322254,0.7050524,0.7374743,0.15469132,0.055393618
5,6,0.10285979,0.5877123,0.44518724,0.66645235,0.42996088,0.45948616,0.8382834,0.307239,0.43973038,0.11903576
6,3,0.06357425,0.38787535,0.4266533,0.8634681,0.62143743,0.74048656,0.71142983,0.6479343,0.20277123,0.04834444
2,3,0.098434284,0.3165191,0.55553794,0.7633884,0.74115396,0.5760663,0.7592927,0.6851841,0.17656069,0.07379396
5,6,0.06312987,0.64295894,0.33819175,0.753221,0.5789465,0.417396,0.81812847,0.49593908,0.22383435,0.118452355
2,6,0.075932175,0.2665145,0.5839279,0.743559,0.6834293,0.6407171,0.769689,0.6286837,0.15020427,0.06479323
6,6,0.10916841,0.7044053,0.34865448,0.6770425,0.40305328,0.2697622,0.8028902,0.32167843,0.34495094,0.2531806
3,1,0.41216317,0.88564837,0.17784183,0.3582269,0.27662852,0.15205787,0.1806508,0.48921534,0.7704311,0.71816987
1,1,0.18502094,0.8144656,0.18200798,0.6268527,0.2900291,0.22532032,0.3118972,0.68264633,0.44075894,0.58754444
1,1,0.08168871,0.7704054,0.31554377,0.68011653,0.40760806,0.38909146,0.76007247,0.4455444,0.28510138,0.22812866
2,3,0.43161267,0.26056466,0.5445822,0.74526334,0.51832867,0.6485173,0.1945397,0.72118706,0.32132027,0.0841983
7,3,0.12339347,0.3528738,0.4476325,0.8502104,0.5506727,0.82513005,0.44030648,0.6321907,0.25776696,0.04408579
7,1,0.18444498,0.75640166,0.3486794,0.60609233,0.45294526,0.38037008,0.4607875,0.59141123,0.42389894,0.16925241
4,3,0.11512754,0.26435676,0.45383942,0.8430474,0.5689667,0.8282002,0.51775676,0.6417034,0.27764645,0.04025702
1,1,0.14109437,0.86970216,0.27280083,0.53990316,0.3383236,0.21987893,0.6395871,0.33587733,0.4927059,0.4677376
1,8,0.67530316,0.8727789,0.14685643,0.27335298,0.3134535,0.10257821,0.13081181,0.3360743,0.9432651,0.66514975
7,1,0.3449419,0.76695544,0.3329554,0.5381569,0.39454865,0.2861892,0.4648173,0.33907345,0.6441653,0.30828017
4,1,0.19197735,0.8393515,0.20290029,0.5932712,0.27554077,0.20407762,0.34790593,0.65192276,0.44899368,0.51979846
4,8,0.5823562,0.8550567,0.13300705,0.3277654,0.28160155,0.12563604,0.13945872,0.48650292,0.8969188,0.7328723
7,7,0.14784808,0.5972077,0.24372016,0.7730008,0.36085242,0.38275236,0.33023253,0.7859234,0.25901234,0.33634123
1,1,0.42429763,0.8748561,0.2036124,0.388639,0.2529056,0.1653221,0.3093066,0.25986034,0.87105733,0.49487415
8,3,0.0875009,0.45567694,0.46091738,0.820641,0.51523983,0.7577117,0.4699235,0.6160001,0.26914605,0.056907702
5,6,0.05323377,0.4603671,0.35583034,0.7952311,0.640107,0.54072237,0.8448346,0.51352257,0.1968593,0.07161326
3,3,0.05315596,0.35519928,0.4361193,0.8274329,0.6919355,0.6600367,0.7434923,0.6991464,0.15633832,0.064232066
1,1,0.24770497,0.89204764,0.21675466,0.60220826,0.28750786,0.28508848,0.5007675,0.28619158,0.744601,0.37700546
4,3,0.15533955,0.3765173,0.48433825,0.7951025,0.58178204,0.72275597,0.35284442,0.7735577,0.24537398,0.089105636
5,6,0.059215207,0.68299156,0.3769926,0.7289349,0.47169346,0.43616745,0.85727155,0.34407642,0.2849346,0.16444296
8,8,0.45944685,0.88482916,0.18926977,0.37051848,0.2825324,0.17718409,0.14712356,0.39734057,0.9042744,0.5736096
2,1,0.0951107,0.80933064,0.29167524,0.7196178,0.31648856,0.4367368,0.51466286,0.51502395,0.43271363,0.29362768
8,6,0.06573534,0.38581568,0.42962146,0.83015037,0.64384955,0.6299925,0.8541093,0.5029536,0.18734059,0.057467043
3,3,0.111989886,0.509453,0.379824,0.8269155,0.4423777,0.61820865,0.4099778,0.76357615,0.27212942,0.12805846
2,7,0.35080937,0.53066397,0.35880587,0.6092999,0.48067674,0.40046948,0.16817638,0.73160946,0.4592931,0.28956896
2,7,0.58991116,0.50536007,0.41186008,0.5514183,0.43299797,0.32499766,0.14904591,0.6830598,0.51987004,0.18891703
8,8,0.7177945,0.8411655,0.16044319,0.2514226,0.30257905,0.11321451,0.122688666,0.2791546,0.9650737,0.60897523
5,3,0.068733685,0.74850446,0.30616277,0.7847764,0.42549488,0.5097402,0.75731933,0.4337799,0.36066297,0.14386152
8,8,0.8348477,0.79248714,0.1978724,0.27088824,0.31998956,0.13334039,0.10929476,0.2681965,0.9651733,0.48763078
2,8,0.80046755,0.68169385,0.28768438,0.44151902,0.3654344,0.24145325,0.100577444,0.42680812,0.8791493,0.2729512
7,3,0.08455548,0.5329698,0.32636064,0.8160206,0.5732223,0.61291504,0.5683011,0.796578,0.15379494,0.119997516
4,7,0.10250552,0.300542,0.52390295,0.7202316,0.6878089,0.5930724,0.6355993,0.7363399,0.1407921,0.07947391
5,3,0.0749888,0.37668833,0.46172053,0.8238042,0.6941943,0.5812397,0.7429909,0.7006024,0.15688892,0.06430948
4,3,0.119267136,0.3765438,0.5341415,0.7458787,0.5621008,0.60819644,0.67916596,0.57799804,0.22187872,0.084608294
8,8,0.62706715,0.6182717,0.33645025,0.5729178,0.31480795,0.5132589,0.16911682,0.33100307,0.8742258,0.1390727
3,3,0.048768807,0.42975524,0.35194466,0.84544086,0.5572243,0.6857839,0.82345295,0.5984659,0.1961668,0.07374316
6,6,0.06365199,0.43072605,0.5025163,0.6639677,0.62785286,0.48644236,0.89533925,0.499646,0.18897852,0.091299646
2,6,0.09868145,0.6215724,0.40544638,0.60914147,0.5120113,0.3164621,0.8821273,0.29933944,0.34101343,0.17997822
5,3,0.23404695,0.30504978,0.43274036,0.8380248,0.5143101,0.71025515,0.2902054,0.69665265,0.3307519,0.074235104
7,3,0.092538536,0.66129136,0.38860983,0.77071345,0.49331823,0.5674875,0.5845801,0.7002553,0.26697072,0.15195122
8,8,0.65914226,0.8620188,0.14368062,0.28153375,0.29715586,0.10552565,0.13318425,0.31856814,0.95462763,0.67250836
6,6,0.05733405,0.50062656,0.4397892,0.7156457,0.6146978,0.44272014,0.90729666,0.44886768,0.20928763,0.10082524
2,6,0.0842226,0.45685396,0.5186346,0.6503035,0.6115058,0.47270343,0.87952745,0.38019353,0.26612353,0.12243262
8,8,0.58101016,0.86764884,0.2175441,0.40135837,0.25599217,0.14119294,0.25059998,0.20441793,0.92425686,0.5059256
5,8,0.32498205,0.6719111,0.44355255,0.5684052,0.38414147,0.40212455,0.48900488,0.2168596,0.77441895,0.16172816
7,3,0.089818396,0.5544325,0.34090298,0.8042593,0.41436195,0.5585544,0.58084786,0.7103266,0.2292162,0.20785132
3,7,0.14716439,0.25621095,0.4389849,0.77683514,0.66037077,0.64544237,0.4068069,0.86236453,0.124700345,0.07376521
8,8,0.6087512,0.8608944,0.17418696,0.3440955,0.2726536,0.12839843,0.18470874,0.24659878,0.9508331,0.6371856
7,3,0.100877576,0.26810396,0.5487292,0.78335583,0.698112,0.6702642,0.66540897,0.6944484,0.15671785,0.04447249
5,6,0.066091366,0.3576699,0.4787158,0.8022067,0.67329067,0.61523056,0.818969,0.625672,0.1689798,0.06793929
6,1,0.08827586,0.78211653,0.25875846,0.6691506,0.30944836,0.31403872,0.61759174,0.47085184,0.3782954,0.4455684
6,6,0.04916837,0.518583,0.4104031,0.8338507,0.5906741,0.5566564,0.8684574,0.50346595,0.21681422,0.066152774
4,8,0.7827329,0.786252,0.22165556,0.32671994,0.3778053,0.13732247,0.13423876,0.26121074,0.94645256,0.40923107
5,3,0.19998583,0.6057342,0.35471687,0.73914033,0.36679313,0.6999003,0.30450553,0.6959284,0.51135856,0.10733749
5,6,0.06341379,0.63509125,0.3572944,0.734768,0.49676362,0.4063238,0.85448,0.39976028,0.2660407,0.15657854
3,3,0.082347795,0.39156213,0.5158396,0.81183445,0.6078882,0.72389036,0.64751214,0.64863026,0.22112563,0.050248224
1,3,0.13194703,0.54928356,0.33476576,0.8212224,0.3968264,0.52125335,0.41565096,0.80545765,0.224718,0.19896865
3,6,0.06338605,0.6027902,0.3440815,0.8157404,0.4305146,0.6082617,0.8413384,0.3789152,0.311536,0.06966511
7,3,0.16190353,0.28639728,0.5230571,0.8157363,0.5787923,0.7020564,0.46834186,0.59966063,0.29377064,0.036889844
5,3,0.07120405,0.41642,0.34978265,0.81343365,0.6329744,0.6839257,0.68417734,0.79120195,0.15419923,0.09272777
3,6,0.080545925,0.59472317,0.39484861,0.7407145,0.44080564,0.5286805,0.76785576,0.42667308,0.34635082,0.079232045
2,6,0.07056396,0.6950777,0.38374567,0.7419072,0.50277716,0.50399727,0.8126566,0.49488363,0.25165442,0.14238684
8,8,0.673407,0.84869075,0.15233473,0.30423233,0.2898539,0.113684766,0.1331516,0.37856334,0.9386951,0.66662437
4,8,0.5058849,0.85696125,0.16913976,0.35799137,0.29042128,0.15980431,0.13908805,0.39194927,0.8968349,0.694056
4,3,0.06294019,0.48388684,0.39707237,0.8200679,0.5844979,0.62345713,0.78664154,0.64551586,0.18116856,0.09574394
6,6,0.049986087,0.4753766,0.4850929,0.79135525,0.5506283,0.63159126,0.8442595,0.4700501,0.24547341,0.06767014
4,6,0.05578567,0.38920113,0.423799,0.7615644,0.72679585,0.55285496,0.807311,0.6464894,0.15931542,0.07874049
2,8,0.8869689,0.63922125,0.32292092,0.3442541,0.35032454,0.17969356,0.092696846,0.29071233,0.94762933,0.27083334
2,6,0.053742822,0.42635646,0.40185577,0.75733924,0.58221734,0.5158014,0.7863586,0.65132135,0.1392476,0.13778558
3,3,0.15684529,0.50429165,0.43898696,0.7793207,0.49999845,0.6802287,0.3894557,0.70406765,0.35447755,0.10423754
1,1,0.25270376,0.83919877,0.15427773,0.520928,0.28749305,0.17211348,0.27251726,0.57486945,0.5456749,0.7021136
6,6,0.08551311,0.43440372,0.45463955,0.6588764,0.6532724,0.40276065,0.8169055,0.5568172,0.20212589,0.116763495
2,8,0.7553738,0.79018945,0.2331545,0.27641046,0.3381909,0.15326792,0.10517797,0.32909948,0.93155843,0.48979428
4,1,0.23125258,0.8358287,0.2981051,0.5908467,0.3040365,0.2893843,0.5261521,0.26565644,0.6538643,0.36359867
4,3,0.055028953,0.39444706,0.4477974,0.8086544,0.6561824,0.60417897,0.78010184,0.69560975,0.14761777,0.06859704
2,3,0.06298466,0.42979068,0.27489552,0.83963114,0.54943407,0.53929317,0.6323289,0.74043924,0.18883325,0.12221216
8,8,0.80899036,0.77195007,0.22574764,0.3451395,0.33712602,0.1459881,0.1089745,0.36067265,0.9528435,0.51019573
6,6,0.055570696,0.5970918,0.3602926,0.78035253,0.50936186,0.5611008,0.86040235,0.4472746,0.25701618,0.093625695
2,1,0.31219053,0.845875,0.18510742,0.56411785,0.27720365,0.21517113,0.3046369,0.4447308,0.74285036,0.48189297
7,3,0.06241619,0.4718604,0.40213212,0.85592645,0.45384642,0.78729135,0.70393,0.47687966,0.32145974,0.04921633
8,8,0.839065,0.7638449,0.22746542,0.35670096,0.3521327,0.16898759,0.114307545,0.2686279,0.9516635,0.34743252
8,8,0.76881856,0.82258,0.1653266,0.2704785,0.29656222,0.105478466,0.113963254,0.343165,0.9434655,0.6575944
5,7,0.09218628,0.38327667,0.36701277,0.7961339,0.57649004,0.54126924,0.5586417,0.8471174,0.14021069,0.16194251
4,3,0.10795543,0.23162073,0.507908,0.8277169,0.74780816,0.69514316,0.5297103,0.7831801,0.14282818,0.046528757
2,3,0.06358224,0.31981248,0.4850934,0.8125647,0.7083183,0.6142944,0.79637605,0.6495178,0.15799288,0.052459776
3,3,0.18420094,0.44295102,0.4937839,0.74150735,0.40989316,0.6520243,0.6620321,0.33484873,0.47239283,0.070195936
3,6,0.044354323,0.65209055,0.355648,0.7716938,0.5247507,0.5502043,0.8490319,0.42420807,0.24228673,0.1488387
5,3,0.08001865,0.29896426,0.49483797,0.8335181,0.6296922,0.690688,0.7629452,0.63187534,0.17064966,0.04192666
5,3,0.057935692,0.6811999,0.3704938,0.8263102,0.35591966,0.68555784,0.64339745,0.5159571,0.37644458,0.105071925
3,3,0.10025709,0.70883644,0.31902853,0.80751324,0.3545635,0.6378439,0.62467575,0.53103703,0.39298686,0.12877779
8,1,0.34676802,0.87573797,0.13475557,0.3802179,0.27436826,0.12603225,0.20459327,0.5181031,0.74930096,0.8125261
6,6,0.064203985,0.49152648,0.46466744,0.6961969,0.51004505,0.47020608,0.8868403,0.39279884,0.23087163,0.107340164
7,7,0.271352,0.47220796,0.43085584,0.65743124,0.43434927,0.46023643,0.25630966,0.8244907,0.30650222,0.25495106
4,1,0.09602912,0.77883947,0.32279187,0.65480834,0.43653062,0.3180209,0.69846964,0.5377797,0.27800795,0.27982333
8,8,0.82724065,0.7358398,0.2677534,0.4344884,0.31133288,0.24746409,0.1099324,0.23473862,0.9632398,0.28452674
7,1,0.1904205,0.7289308,0.28710815,0.6422646,0.3509825,0.3000676,0.28275633,0.7069243,0.42097473,0.4776673
7,3,0.13182709,0.26128018,0.46107072,0.82523566,0.5912351,0.8053168,0.5024347,0.78475744,0.20538491,0.058400504
1,1,0.2191959,0.89777917,0.15631501,0.4605545,0.27199662,0.16494182,0.31450897,0.5307251,0.60745734,0.6905191
4,6,0.08574664,0.47714165,0.4085331,0.7309028,0.56628716,0.55515045,0.7430086,0.65837306,0.19618571,0.10983161
4,3,0.14243287,0.5342702,0.4718671,0.704248,0.4816089,0.5408704,0.57261044,0.485174,0.34697175,0.12573779
7,6,0.08932727,0.28330806,0.5217115,0.77502507,0.7603621,0.55977505,0.78541815,0.72752357,0.14726329,0.06916055
2,6,0.07497867,0.2917661,0.5408652,0.75135124,0.6730046,0.60468775,0.8142479,0.6149106,0.15675692,0.064084046
6,6,0.057331987,0.6200896,0.37698996,0.76533383,0.47104856,0.5368621,0.88158005,0.43276322,0.25915688,0.087972745
3,3,0.13912195,0.7316664,0.2621746,0.74094623,0.32961,0.4482772,0.45301023,0.63791686,0.39171374,0.34858635
8,1,0.35314637,0.8851346,0.15374835,0.38844183,0.26308152,0.12800586,0.27401957,0.40239245,0.73526615,0.7357635
7,1,0.17326702,0.88063496,0.18512003,0.58401567,0.25830653,0.24106786,0.22844218,0.6568169,0.5485333,0.57988
3,8,0.44221112,0.5979827,0.3650464,0.6372662,0.3366215,0.5110443,0.16959673,0.62337,0.6375383,0.27171227
8,8,0.74642617,0.66311395,0.30674982,0.4926925,0.3602371,0.3024797,0.14551976,0.23108222,0.9371291,0.18898417
6,6,0.058392003,0.4438168,0.42411363,0.7562777,0.5888147,0.49618343,0.8591066,0.529564,0.17468746,0.10159046
5,7,0.124389395,0.39686978,0.35088915,0.8032713,0.57764745,0.52120924,0.42770505,0.80474406,0.18706325,0.09203816
3,3,0.12684049,0.30480283,0.48439425,0.84069175,0.5124514,0.7916017,0.51942855,0.5611906,0.25215665,0.03804475
2,7,0.085438184,0.6791906,0.29393998,0.67386544,0.4190305,0.37656116,0.5629342,0.6993645,0.21263403,0.3805276
4,3,0.055856455,0.37236848,0.37546018,0.79578936,0.6974896,0.5839448,0.78371817,0.66898507,0.1671194,0.06858
4,8,0.8099368,0.75136733,0.24790886,0.34972966,0.3165615,0.17312175,0.089355454,0.30265155,0.94641435,0.36229503
1,6,0.081258886,0.6682275,0.36570165,0.6624868,0.44096002,0.32657808,0.7899659,0.4792416,0.26986757,0.26726428
1,1,0.4311165,0.9059193,0.22420225,0.4215813,0.29564202,0.18699917,0.23244749,0.27287862,0.8848679,0.3861394
8,8,0.61795574,0.8459573,0.14422327,0.3267798,0.302781,0.12868191,0.121069595,0.5024676,0.898082,0.7183308
2,8,0.559192,0.7388963,0.3765935,0.45961696,0.35132104,0.26631215,0.27995276,0.22121191,0.8553397,0.23917858
6,1,0.1282682,0.8210751,0.31468394,0.6155589,0.3755402,0.30095616,0.69803524,0.29555207,0.52626675,0.24649832
6,1,0.39222723,0.75147456,0.39111164,0.4550821,0.44043306,0.24877554,0.3905783,0.37471566,0.5990254,0.31050268
1,1,0.09647385,0.7318496,0.35078892,0.6596829,0.4608361,0.35078323,0.6738166,0.5064355,0.30168122,0.23338276
5,6,0.04439521,0.48156875,0.4110524,0.80827105,0.6143013,0.6309785,0.8159865,0.5658841,0.16340183,0.05731274
7,7,0.19492191,0.44796285,0.31153026,0.8046247,0.47165105,0.5109145,0.3065672,0.8740508,0.19515865,0.19605368
6,3,0.06486214,0.644376,0.39686587,0.7288949,0.46558413,0.5136541,0.70948935,0.5913395,0.23072751,0.15324691
1,6,0.09635941,0.7147718,0.3650113,0.6261747,0.47305593,0.33259732,0.73440516,0.4873318,0.301408,0.23442668
3,6,0.047119405,0.33111563,0.4559875,0.810532,0.6411547,0.7061332,0.8198984,0.6306492,0.18925302,0.05587997
3,1,0.15787598,0.80532193,0.28086275,0.6966776,0.30501756,0.44842732,0.62564015,0.32098922,0.6314338,0.20553505
8,8,0.6421962,0.89035314,0.18507683,0.29286107,0.34337485,0.12754546,0.23134749,0.24592443,0.9301624,0.5541774
3,1,0.1609194,0.8691099,0.25815195,0.56213486,0.29775426,0.2607778,0.4042956,0.5806646,0.44078502,0.37326643
2,1,0.12533069,0.6857812,0.295782,0.6454318,0.4410637,0.27217233,0.5599869,0.63534456,0.25955528,0.27804133
7,7,0.15404432,0.6920222,0.19004273,0.68349314,0.40456858,0.2757391,0.2811652,0.78884894,0.28910485,0.5461808
8,8,0.7734269,0.833525,0.1832238,0.32494023,0.2887873,0.1402628,0.113147646,0.251003,0.9703809,0.48751092
1,1,0.10381083,0.8419184,0.29516,0.619685,0.34623486,0.31983125,0.6518704,0.44835103,0.42091438,0.3467207
5,3,0.055156343,0.51947004,0.32002595,0.8328702,0.59261304,0.64723676,0.70134884,0.71174014,0.20466289,0.109942816
3,7,0.3107419,0.63997334,0.2753619,0.61334306,0.36712885,0.3065077,0.23005919,0.7818083,0.37477154,0.45595887
3,3,0.054828066,0.6791926,0.3110944,0.809785,0.44738936,0.5671026,0.8029705,0.45417625,0.27879828,0.102783866
7,7,0.18508731,0.36588126,0.3972979,0.74293154,0.5754404,0.6095038,0.37141117,0.8947522,0.18578263,0.111519665
8,8,0.46230087,0.88647705,0.1987296,0.42704138,0.28691226,0.21353626,0.3073654,0.23037773,0.917195,0.45420182
1,1,0.100927085,0.81176,0.25830203,0.65783095,0.38132012,0.254698,0.7202412,0.45043415,0.31743023,0.39262143
3,1,0.10043507,0.7514424,0.29124123,0.6527204,0.30837467,0.3957768,0.6103382,0.4776814,0.43083343,0.41725117
7,6,0.0711457,0.47739068,0.406393,0.7280489,0.70637935,0.45831636,0.8432172,0.62673926,0.14868854,0.12836677
3,6,0.04820948,0.41458157,0.3965862,0.8221882,0.6137174,0.6571792,0.8354509,0.6023025,0.17417617,0.0761952
3,3,0.13406569,0.33518517,0.51423585,0.73307097,0.7165772,0.5865456,0.58668864,0.6570042,0.17389895,0.05394043
4,6,0.056372285,0.4120691,0.43822628,0.7813789,0.5799526,0.5866936,0.85357726,0.5898294,0.1971222,0.096064985
4,6,0.06918205,0.63142663,0.41218266,0.6692374,0.5431017,0.37784982,0.89228827,0.39237064,0.25516093,0.15858021
3,3,0.115855955,0.68299514,0.21777949,0.76081026,0.36060584,0.31387526,0.43847522,0.7381743,0.2669845,0.44259763
2,6,0.1017947,0.35038581,0.5574763,0.7157257,0.679401,0.51782674,0.75039333,0.6222447,0.15015855,0.0865533
2,6,0.06505818,0.55534047,0.41515085,0.7737476,0.6309653,0.5230107,0.83998376,0.56585467,0.20775881,0.08513319
2,8,0.6456057,0.6534833,0.31496558,0.39010176,0.40766153,0.20854671,0.111077346,0.4835054,0.79169434,0.46837378
5,3,0.11346819,0.31230542,0.49899626,0.8236909,0.61192185,0.80026793,0.487406,0.71399957,0.20158282,0.04732593
6,6,0.0504149,0.5061529,0.38298935,0.79514456,0.6188801,0.5423323,0.85389924,0.56536466,0.19333039,0.07795803
3,3,0.08340116,0.34858167,0.4340985,0.8784215,0.6138308,0.7526809,0.644684,0.6121252,0.2505181,0.037221134
7,3,0.055141445,0.6375416,0.3508879,0.7945896,0.54171985,0.54507387,0.7663514,0.6630453,0.17333443,0.15985079
7,3,0.06210957,0.38714427,0.49230596,0.8350115,0.66155493,0.6752768,0.6988706,0.7042879,0.16243209,0.08848517
3,1,0.349885,0.86533564,0.17536007,0.54257244,0.2604649,0.25341633,0.26652786,0.4346977,0.78559357,0.45335633
8,8,0.5616182,0.82777613,0.19620977,0.42826384,0.31959355,0.13153909,0.19380431,0.3639629,0.8636704,0.6734828
7,8,0.4351707,0.7830323,0.36891556,0.5527761,0.29982385,0.32974997,0.27783686,0.29286447,0.8287872,0.20007804
3,1,0.21747074,0.87400836,0.21319167,0.5803737,0.24543215,0.28664657,0.36144832,0.3621946,0.72198904,0.5135916
6,8,0.475411,0.4307673,0.46233916,0.6470556,0.38412338,0.59797716,0.23138899,0.3725284,0.7101547,0.0933191
1,1,0.2645925,0.8765618,0.16301894,0.43036225,0.23841584,0.14639902,0.23721056,0.56464744,0.6218958,0.7423863
6,6,0.075289495,0.6142057,0.41647393,0.6837952,0.44244713,0.41634652,0.8180321,0.3253317,0.29498428,0.13843487
5,1,0.18771306,0.81527376,0.21518122,0.59728855,0.32477742,0.19214354,0.33068302,0.5714768,0.39674973,0.63619125
7,3,0.11186698,0.27613533,0.4808592,0.8481078,0.5990229,0.7666801,0.55522954,0.77613175,0.16181369,0.05355233
6,6,0.0636986,0.5817004,0.33119228,0.7664396,0.5999463,0.5432668,0.7801693,0.6672151,0.18851149,0.14095427
1,8,0.699119,0.86069864,0.182514,0.3853992,0.2685212,0.15379736,0.14943759,0.24366462,0.9489919,0.49614328
7,3,0.14000669,0.22090003,0.5666111,0.79820454,0.6631204,0.71308196,0.49807897,0.7365164,0.15457016,0.03883795
4,3,0.06376849,0.31786358,0.45113975,0.79244536,0.67348826,0.6255172,0.7811167,0.6680135,0.15009882,0.07365106
8,8,0.8200632,0.73642504,0.2121647,0.37288103,0.37738067,0.16732755,0.10571178,0.38877583,0.92223907,0.4947287
6,3,0.06224356,0.38985017,0.41915768,0.8306025,0.61924577,0.58920705,0.7524134,0.73923075,0.14536677,0.08565606
6,8,0.6038213,0.7585584,0.33704984,0.42443508,0.36751747,0.17612493,0.18484001,0.28957957,0.8571678,0.43651322
7,1,0.14700894,0.8764141,0.24370544,0.60192084,0.25993532,0.28542024,0.38650528,0.5359771,0.5129922,0.43251413
6,3,0.085162796,0.587394,0.2987539,0.7821636,0.40217233,0.43368196,0.54204893,0.70334816,0.26677874,0.25782338
2,7,0.12931062,0.34497404,0.38285148,0.7994542,0.62743556,0.5610717,0.45976484,0.86724335,0.15432169,0.09915432
4,1,0.25810906,0.7994074,0.3030494,0.5179652,0.34185097,0.20319854,0.34583282,0.44840944,0.5677839,0.48378035
6,6,0.097903594,0.46502033,0.46408874,0.6163824,0.66741365,0.35821673,0.8696311,0.44233757,0.2342671,0.11870176
3,1,0.24279945,0.7886929,0.36732802,0.5889595,0.32264975,0.3193122,0.282662,0.52756804,0.5767417,0.3511865
1,1,0.18654045,0.8699536,0.24968211,0.59942,0.3371019,0.27612278,0.5318648,0.29961938,0.6116311,0.35299042
1,8,0.70667,0.8107648,0.23055497,0.37503475,0.3254133,0.19631808,0.11458364,0.40886763,0.92046934,0.5042966
5,6,0.066837214,0.555366,0.5173945,0.75283176,0.54233116,0.57153034,0.76548505,0.5115066,0.2556681,0.08439305
8,3,0.065034546,0.5367241,0.3464143,0.83486605,0.5392226,0.594122,0.7577156,0.5650127,0.2555212,0.06795806
8,8,0.7728218,0.72208756,0.2580115,0.37341672,0.3196715,0.17643179,0.082857884,0.4759738,0.89999706,0.50898945
